ticker,sector,date,open,high,low,close,volume,daily_return_pct,pct_change,ma_7,ma_30,ma_50,rsi,macd,volatility_10d,signal,next_day_return
AAPL,Technology,2021-09-30,137.11,139.77,136.26,136.89,18230252,-0.1605,0.5731,136.1,141.26,143.1,44.43,-4.0,1.7875,Sell,-0.3759
GOOGL,Technology,2021-03-29,3023.2,3032.76,2997.15,1237.6000000000001,71105735,-0.1283,0.388,1240.1075,3019.14,3032.9,44.46,-19.588749999999997,47.9441375,Sell,1.1598
GOOGL,Technology,2021-01-08,2901.64,2959.47,2893.76,1237.6000000000001,26375181,1.4402,1.0471,1240.1075,2943.43,2943.43,30.82,0.0,0.01,Hold,2.6079
JPM,Finance,2021-02-08,137.73,143.22,136.39,140.72,23032170,2.1709,2.6404,141.81,140.72,140.72,41.97,-2.33,3.699,Buy,2.2676
NFLX,Entertainment,2021-11-24,514.99,516.29,507.42,507.65,21727513,-1.4253,-1.8161,529.6,541.92,553.15,48.2,-4.54,11.5703,Sell,-1.4003
JNJ,Healthcare,2021-06-04,175.5,178.24,175.31,177.71,47086778,1.2593,1.1152,178.94,183.56,180.13,41.14,-3.81,2.1309,Sell,1.3924
AMZN,E-Commerce,2021-11-01,3989.53,4031.98,3962.94,1237.6000000000001,55485843,0.5655,0.3697,1240.1075,4013.03,3966.87,47.29,-19.588749999999997,44.4228,Sell,-5.8069749999999996
JPM,Finance,2021-01-12,149.18,151.24,147.6,149.8,20302305,0.4156,0.6315,156.25,149.8,149.8,30.45,0.0,0.01,Buy,0.4795
NFLX,Entertainment,2021-05-03,428.7,433.83,428.66,431.09,37320895,0.5575,-0.0371,422.31,435.6,431.56,55.67,-10.02,6.9616,Sell,-0.0671
MSFT,Technology,2021-09-21,336.78,340.23,333.32,336.09,40357305,-0.2049,0.0655,338.51,342.8,329.89,45.4,0.0,3.0049,Sell,-1.1123
MSFT,Technology,2021-12-10,342.62,343.99,340.79,343.32,74632311,0.2043,0.4418,349.48,352.53,350.22,40.22,-0.11,5.3822,Sell,0.0418
TSLA,Automotive,2021-03-12,172.09,179.49,170.85,176.1,79371292,2.3302,1.172,176.4,172.28,169.58,38.44,-3.4,7.9849,Buy,2.1661
JNJ,Healthcare,2021-11-15,116.64,120.21,116.46,119.47,30035431,2.4263,2.6727,117.53,117.56,121.87,48.29,0.67,1.1626,Sell,2.9422
MSFT,Technology,2021-08-03,311.98,319.49,311.5,317.57,42661003,1.7918,1.1434,312.38,293.84,287.67,61.43,12.45,5.1025,Buy,1.5892
JPM,Finance,2021-07-07,185.19,188.35,183.29,188.15,32550155,1.5984,2.2777,184.23,173.01,165.64,63.91,4.67,4.9796,Buy,2.0771
JNJ,Healthcare,2021-07-05,168.0,168.25,166.42,167.35,55805624,-0.3869,0.1916,170.04,176.89,180.38,41.85,-1.84,4.8003,Sell,-0.3665
JPM,Finance,2021-12-29,235.14,235.86,233.81,234.37,64613864,-0.3275,-0.2044,239.58,247.89,246.43,37.88,-4.92,3.3958,Sell,-0.9643
JNJ,Healthcare,2021-05-10,187.2,189.58,186.64,189.19,8244350,1.063,0.9498,185.4,179.0,173.31,60.04,4.21,2.3747,Buy,0.7768
MSFT,Technology,2021-01-01,289.0,289.05,285.12,285.22,13195181,-1.308,0.0,285.22,285.22,285.22,49.37,0.0,0.01,Hold,-0.7586
MSFT,Technology,2021-03-31,307.14,308.44,305.19,308.0,57579964,0.28,0.0975,304.77,300.86,308.78,41.77,-0.54,8.7496,Buy,0.4219
JNJ,Healthcare,2021-12-16,117.85,118.52,116.7,117.47,42776378,-0.3224,0.0085,117.36,117.21,117.13,53.8,0.34,1.359,Buy,-0.5259
AMZN,E-Commerce,2021-11-25,4193.17,4199.03,4173.5,1237.6000000000001,60716957,-0.0258,0.5312,1240.1075,4002.63,4020.46,64.26,9.55,47.9441375,Buy,4.1569
TSLA,Automotive,2021-03-11,182.77,186.94,170.21,174.06,30715352,-4.3987125,-4.73485,175.85,170.93,170.19,42.11,-5.03,9.1585,Buy,-4.5022
MSFT,Technology,2021-10-06,347.34,348.46,342.18,345.0,9691032,-0.6737,-0.3437,341.68,340.19,338.64,51.57,-1.45,4.8866,Buy,-0.7659
AMZN,E-Commerce,2021-07-20,3842.23,3847.5,3754.43,1237.6000000000001,61768668,-1.6496,-1.2809,1240.1075,3538.88,3396.4,59.66,20.84125,47.9441375,Buy,1.287
GOOGL,Technology,2021-05-27,2443.1,2455.35,2377.96,1237.6000000000001,31765805,-1.9348,-1.3899,1240.1075,2610.51,2727.02,33.2,-19.588749999999997,47.9441375,Sell,-5.8069749999999996
TSLA,Automotive,2021-05-14,85.69,88.17,84.04,85.3,79725156,-0.4551,-0.1522,83.41,107.89,133.33,48.24,-15.5,6.6969,Sell,-0.9699
NFLX,Entertainment,2021-02-19,434.6,445.34,429.82,440.33,66605559,1.3185,0.7989,422.97,443.14,440.33,50.91,-12.94,10.4912,Sell,2.1138
TSLA,Automotive,2021-10-07,105.45,109.11,99.01,106.39,29530921,0.8914,-0.5794,111.21,131.04,135.59,54.87,-8.86,11.1603,Sell,-0.6738
JNJ,Healthcare,2021-06-02,178.41,179.09,175.23,176.18,29311876,-1.2499,-1.1945,179.73,183.98,179.68,40.68,-2.65,1.9921,Sell,-1.0549
AMZN,E-Commerce,2021-05-07,3050.63,3090.77,3044.84,1237.6000000000001,15343999,0.1583,-0.0265,1240.1075,3134.0,3154.48,55.47,-19.588749999999997,47.9441375,Sell,-1.5163
JPM,Finance,2021-02-02,141.94,145.69,141.75,144.29,31590502,1.6556,2.0511,146.57,144.29,144.29,52.09,1.31,4.0772,Buy,1.811
NFLX,Entertainment,2021-10-18,600.82,603.05,578.1,582.49,24278929,-3.0508,-4.4143,600.03,567.35,556.61,47.35,16.42,15.7866,Buy,-4.8674
TSLA,Automotive,2021-10-15,107.66,115.88,102.62,112.61,46669351,4.4427875,4.70215,113.18,124.03,134.53,55.42,-8.94,5.0891,Sell,5.1003
TSLA,Automotive,2021-03-26,166.24,171.23,166.22,166.34,22935293,0.0602,-2.0031,166.91,171.16,165.5,42.06,0.47,7.6844,Sell,-0.1083
MSFT,Technology,2021-01-11,291.6,295.48,289.22,294.39,53188028,0.9568,0.9533,292.36,294.39,294.39,65.83,0.0,0.01,Sell,0.8516
GOOGL,Technology,2021-03-23,2951.99,2988.4,2933.65,1237.6000000000001,18159257,0.6297,0.29,1240.1075,3037.08,3031.93,34.11,-19.588749999999997,38.552,Sell,3.0733
TSLA,Automotive,2021-04-20,123.7,130.81,108.57,110.42,56494486,-4.3987125,-4.73485,119.45,152.81,160.97,46.92,-19.588749999999997,9.836,Sell,-5.8069749999999996
JNJ,Healthcare,2021-11-24,114.33,115.22,112.39,112.77,39851369,-1.3645,-0.6432,116.82,116.95,119.42,52.55,-0.04,2.3276,Sell,-1.1768
TSLA,Automotive,2021-09-01,144.45,155.91,142.96,150.01,38834082,3.8491,3.9642,152.97,138.43,126.45,49.68,14.06,6.7243,Buy,3.4082
JNJ,Healthcare,2021-06-14,180.26,180.7,176.73,179.36,54558078,-0.4993,0.0223,176.97,182.13,181.23,48.94,-3.96,1.6668,Sell,-0.8602
JPM,Finance,2021-06-25,170.17,176.02,167.82,175.09,14681255,2.8912,2.5417,171.69,165.94,161.05,52.88,3.47,3.4457,Buy,2.8364
GOOGL,Technology,2021-04-27,2655.61,2690.22,2652.57,1237.6000000000001,76341798,1.1598,0.9872,1240.1075,2843.45,2922.86,34.41,-19.588749999999997,31.5879,Sell,0.9299
GOOGL,Technology,2021-07-13,2929.91,2932.01,2888.53,1237.6000000000001,34588554,-0.8881,-1.1849,1240.1075,2666.86,2616.8,65.19,20.84125,47.9441375,Buy,-5.4508
JNJ,Healthcare,2021-08-10,149.71,150.69,145.67,145.75,49147427,-2.6451,-2.5084,152.43,160.3,167.18,43.13,-4.27,3.3855,Sell,-2.4208
GOOGL,Technology,2021-02-15,3162.15,3167.86,3077.59,1237.6000000000001,34879032,-1.7523,-1.7159,1240.1075,3018.2,3106.74,65.81,20.84125,30.5456,Buy,-2.8167
TSLA,Automotive,2021-12-08,110.22,117.78,109.27,114.09,46912262,3.5112,4.70215,120.14,107.74,107.62,44.33,0.0,6.9734,Buy,2.3944
AMZN,E-Commerce,2021-11-09,4012.59,4090.21,3976.52,1237.6000000000001,62809956,1.0731,1.4044,1240.1075,4012.72,3986.67,50.96,16.83,39.7832,Buy,-0.6804
MSFT,Technology,2021-03-09,300.89,302.43,295.83,296.48,27242473,-1.4657,-0.8925,296.26,314.51,296.48,51.77,-10.96,6.1183,Sell,-0.8971
AAPL,Technology,2021-07-19,142.28,142.88,138.77,139.39,67000566,-2.0312,-1.2749,140.01,134.68,135.29,53.76,3.73,1.5369,Buy,-1.9287
MSFT,Technology,2021-08-31,337.16,340.36,334.8,336.96,34753646,-0.0593,-0.0356,343.69,331.07,312.89,47.34,10.43,5.4329,Buy,0.03
AAPL,Technology,2021-01-05,147.42,149.56,146.91,149.44,9119602,1.3702,1.4322,149.44,149.44,149.44,37.09,0.0,0.01,Hold,1.0961
TSLA,Automotive,2021-03-18,185.79,188.59,171.13,173.96,5266117,-4.3987125,-4.73485,178.13,176.3,167.96,42.04,3.12,6.1953,Buy,-5.8069749999999996
MSFT,Technology,,351.82,354.61,346.06,346.25,65227761,-1.5832,-1.6782,352.74,353.45,350.24,44.89,1.4,3.6953,Sell,-0.9269
GOOGL,Technology,2021-04-21,2703.75,2777.13,2692.69,1237.6000000000001,7896195,1.7827,1.647,271.57,2872.25,2959.4,32.35,-19.588749999999997,42.8365,Sell,-1.7305
JNJ,Healthcare,2021-11-08,116.47,117.1,115.5,116.31,24118442,-0.1374,0.0172,117.55,118.63,123.82,52.91,-0.15,1.4784,Sell,-0.2297
GOOGL,Technology,2021-01-07,2910.06,2913.27,2895.61,1237.6000000000001,30412786,0.0986,0.3459,1240.1075,2912.93,2912.93,68.31,0.0,0.01,Hold,-1.9281
GOOGL,Technology,2021-06-11,2603.44,2661.79,2574.6,1237.6000000000001,6382284,1.3947,1.0632,1240.1075,2559.78,2628.69,45.68,-13.97,47.9441375,Buy,0.7471
MSFT,Technology,2021-11-25,357.58,360.47,355.02,355.91,73102784,-0.467,-0.6227,356.18,351.25,346.85,46.69,0.19,5.7526,Buy,-0.2296
GOOGL,Technology,2021-09-08,2633.17,2634.3,2619.05,1237.6000000000001,71101722,-0.5172,-0.0538,1240.1075,2730.92,2777.39,26.47,-19.588749999999997,36.7312,Hold,-1.9821
GOOGL,Technology,2021-01-15,3026.02,3037.61,2965.47,1237.6000000000001,40076764,-1.273,-1.2668,1240.1075,2987.5,2987.5,62.24,0.0,47.9441375,Sell,-5.8069749999999996
AAPL,Technology,2021-12-09,131.57,133.69,130.04,133.2,69996340,1.2389,1.9908,132.31,138.19,137.4,42.4,-4.84,1.5315,Sell,1.1979
AAPL,Technology,2021-08-02,142.35,146.06,140.74,144.42,73268297,1.4542,1.092,143.75,139.0,136.36,69.24,2.68,2.083,Buy,1.3042
MSFT,Technology,2021-09-08,346.63,347.31,340.77,342.78,67914989,-1.1107,-1.7231,343.22,338.55,319.47,45.71,1.84,4.2909,Buy,-1.0841
JNJ,Healthcare,,139.38,140.29,138.98,139.6,22862176,0.1578,0.8525,138.29,149.66,156.59,55.23,-5.98,3.8745,Sell,0.5927
JPM,Finance,2021-08-13,222.66,226.36,219.41,221.65,62770617,-0.4536,-0.8011,222.53,207.41,193.96,67.67,12.03,2.0448,Buy,-0.6006
GOOGL,Technology,2021-08-05,2703.69,2746.28,2695.36,1237.6000000000001,40728214,-0.0448,-0.0026,1240.1075,2796.1,2706.29,39.9,-19.588749999999997,47.9441375,Sell,-1.6368
GOOGL,Technology,2021-01-19,2921.86,2983.4,2910.63,1237.6000000000001,37272304,1.0572,1.3914,1240.1075,2952.75,2952.75,52.01,-16.15,39.9422,Buy,0.0321
AMZN,E-Commerce,2021-06-24,3425.75,3435.87,3352.37,1237.6000000000001,49044066,-1.7879,-1.5661,1240.1075,3283.84,3209.93,58.74,20.84125,33.1576,Buy,5.3623
AAPL,Technology,2021-12-17,139.34,140.46,138.85,139.89,19072339,0.3947,0.4163,134.73,137.16,137.17,59.53,-2.7,3.5472,Sell,0.6126
GOOGL,Technology,2021-08-03,2704.29,2732.46,2695.51,1237.6000000000001,17714477,-0.0618,-0.5911,1240.1075,2787.33,2694.7,36.54,2.45,47.9441375,Buy,-0.7514
NFLX,Entertainment,2021-07-26,465.53,496.28,463.22,492.37,57357072,4.4427875,4.70215,457.64,463.37,467.0,55.06,-14.95,20.5774,Sell,5.2409
NFLX,Entertainment,2021-08-02,512.89,529.97,509.72,519.0,43777842,1.1913,2.2398,502.28,468.92,470.76,67.52,12.24,26.8333,Buy,0.5709
GOOGL,Technology,2021-03-11,2933.55,2951.66,2883.22,1237.6000000000001,1000,-1.0762,-1.3804,271.57,3087.0,3029.53,42.36,-19.588749999999997,47.9441375,Sell,-5.8069749999999996
JNJ,Healthcare,2021-12-23,113.86,114.58,110.36,110.75,67003844,-2.7314,-2.0518,114.91,116.63,116.79,36.2,-0.39,2.0996,Sell,-2.8776
JPM,Finance,2021-11-12,245.71,249.82,243.79,248.07,73819992,0.9605,0.903,244.63,241.62,238.22,44.05,0.63,2.554,Buy,0.91
GOOGL,Technology,2021-08-19,2802.39,2809.2,2765.97,1237.6000000000001,13173044,-0.997,-2.0069,1240.1075,2821.92,2760.11,72.04,-19.588749999999997,29.0079,Sell,2.958
JNJ,Healthcare,2021-12-01,118.29,119.19,115.43,117.06,13592395,-1.0398,-1.3151,115.57,117.26,118.58,64.12,-0.63,2.169,Sell,-1.1208
AMZN,E-Commerce,2021-06-15,3373.48,3435.63,3365.26,1237.6000000000001,31178619,0.9693,0.3751,1240.1075,3191.79,3175.74,56.86,20.84125,47.9441375,Buy,-0.7983
AMZN,E-Commerce,2021-07-29,3846.53,3910.19,3821.62,1237.6000000000001,39898513,1.63,1.7258,1240.1075,3646.62,3508.83,54.52,20.84125,42.3903,Buy,-3.4844
NFLX,Entertainment,2021-10-12,599.05,599.99,598.7,598.8,30366724,-0.0417,0.3738,581.27,556.83,551.31,58.99,10.54,13.7745,Buy,-0.4546
JNJ,Healthcare,2021-03-04,158.57,161.3,157.96,159.35,60251965,0.4919,0.2706,156.08,157.8,159.35,35.24,-2.78,3.3506,Sell,0.5889
JPM,Finance,2021-06-15,167.68,173.97,166.1,172.67,20378762,2.9759,2.6148,169.99,160.61,157.76,55.11,6.36,2.5114,Buy,2.7815
AMZN,E-Commerce,2021-10-14,3964.82,3972.54,3907.01,1237.6000000000001,20658904,-0.7385,-1.2409,271.57,3993.3,3960.59,48.63,20.84125,47.9441375,Buy,-5.7626
TSLA,Automotive,2021-01-07,194.98,203.65,186.42,201.6,41873303,3.3952,4.3208,201.6,201.6,201.6,55.95,0.0,0.01,Hold,3.9227
JNJ,Healthcare,2021-01-08,172.76,173.2,169.52,169.79,31357494,-1.7191,-2.0762,169.79,169.79,169.79,64.6,0.0,0.01,Hold,-1.9534
MSFT,Technology,2021-03-01,304.56,304.89,298.1,299.65,13520186,-1.6122,-1.4957,311.1,317.64,299.65,34.68,-4.96,6.3409,Sell,-1.6583
AAPL,Technology,2021-09-14,141.04,141.14,137.17,138.23,13594936,-1.9923,-2.3455,142.57,145.78,144.04,43.45,-2.8,2.0915,Sell,-2.0596
AAPL,Technology,2021-08-27,149.0,150.37,146.45,147.13,58275040,-1.255,-1.5853,149.49,145.81,142.16,39.89,1.75,1.7567,Buy,-1.4107
JPM,Finance,2021-01-01,154.65,159.19,154.28,158.74,45018204,2.6447,0.0,158.74,158.74,158.74,32.73,0.0,0.01,Hold,2.9669
AMZN,E-Commerce,2021-01-07,3513.57,3530.75,3490.49,1.0,51900926,0.4525,0.0652,1240.1075,3529.47,3529.47,47.61,0.0,0.01,Hold,-1.0655
AAPL,Technology,2021-09-21,136.56,137.24,135.05,135.26,52214956,-0.952,-1.1185,136.94,143.77,143.71,46.46,-3.79,3.988,Sell,-0.5453
TSLA,Automotive,2021-05-18,76.64,98.27,73.06,92.95,24902855,4.4427875,4.70215,85.04,104.39,129.31,51.25,-12.96,6.2349,Sell,5.763225
JNJ,Healthcare,2021-05-28,182.97,183.65,180.81,180.87,5060776,-1.1477,-0.5006,180.82,184.16,178.94,38.76,-1.07,3.3802,Sell,-1.6186
AAPL,Technology,2021-08-11,144.55,145.43,141.58,142.9,20447615,-1.1415,-1.4211,146.56,141.85,137.84,62.82,2.58,2.7372,Buy,-0.9332
NFLX,Entertainment,2021-08-12,549.59,554.67,535.57,540.79,46522249,-1.6012,-1.3157,542.2,484.55,481.64,74.24,20.84125,13.3116,Hold,-1.3002
GOOGL,Technology,2021-01-18,2968.65,2989.14,2900.32,1237.6000000000001,42661003,-1.9005,-2.5195,1240.1075,2912.23,2912.23,68.13,12.13,45.4011,Buy,1.8903
TSLA,Automotive,2021-05-11,87.02,92.7,81.37,87.72,51300073,0.8044,-1.8902,88.79,115.15,138.39,48.73,-15.87,7.5055,Sell,-0.3325
JPM,Finance,2021-08-04,228.37,230.34,221.98,224.57,46882731,-1.664,-1.5735,220.29,197.36,185.96,54.07,14.1,7.6985,Buy,-1.6057
AMZN,E-Commerce,2021-04-15,3186.98,3251.3,3171.91,1237.6000000000001,65143695,1.525,1.9058,1240.1075,3184.54,3242.51,53.99,-19.588749999999997,47.9441375,Buy,1.3346
MSFT,Technology,2021-02-15,323.69,324.28,318.16,318.26,46232899,-1.6775,-1.7564,323.43,314.11,318.26,42.41,7.86,4.1049,Buy,-1.5194
GOOGL,Technology,2021-06-04,2542.91,2569.41,2534.94,1237.6000000000001,55177108,0.7381,0.7211,1240.1075,2570.05,2670.2,32.34,-19.588749999999997,47.9441375,Sell,-2.4883
AAPL,Technology,2021-11-09,143.88,148.47,143.83,146.14,7882998,1.5708,1.079,141.99,137.63,138.21,55.78,1.84,3.3763,Buy,1.326
TSLA,Automotive,2021-04-12,137.01,137.65,122.74,127.48,73270373,-4.3987125,-4.73485,137.81,164.21,167.49,65.42,-13.28,12.6324,Sell,-5.8069749999999996
JPM,Finance,2021-03-25,132.32,133.83,131.86,133.78,10902813,1.1034,1.0423,128.6,134.27,137.87,49.25,-4.47,2.745,Sell,1.0961
AMZN,E-Commerce,2021-09-14,3894.45,3981.52,3887.35,1237.6000000000001,21631299,2.1939,1.7919,1240.1075,3896.8,3845.54,49.17,-19.588749999999997,47.9441375,Sell,5.763225
GOOGL,Technology,2021-12-28,2730.72,2737.51,2697.22,1237.6000000000001,79048837,-0.8225,-1.4217,1240.1075,2688.28,2696.61,46.53,-0.41,26.8964,Buy,1.2719
JNJ,Healthcare,2021-05-04,181.72,182.76,180.86,182.59,30216321,0.4788,0.3793,183.79,176.15,170.67,56.82,5.12,1.6994,Buy,0.7689
GOOGL,Technology,2021-04-14,2741.07,2758.66,2714.83,1237.6000000000001,72884281,0.599,0.3453,1240.1075,2920.32,3000.77,28.34,-19.588749999999997,47.9441375,Hold,-5.8069749999999996
AMZN,E-Commerce,2021-12-31,4084.01,4165.87,4073.78,1237.6000000000001,74638477,0.6878,0.6752,1240.1075,4204.62,4120.75,37.52,-19.588749999999997,47.9441375,Sell,4.5147
JPM,Finance,2021-03-30,140.53,144.97,139.03,143.05,60704291,1.7932,2.1786,134.01,133.97,137.79,52.14,-1.06,5.9537,Buy,2.2325
NFLX,Entertainment,2021-05-17,482.94,491.57,481.15,488.23,42395288,1.0954,2.0804,458.64,437.31,437.42,68.56,13.91,17.0473,Buy,3.0345
JNJ,Healthcare,2021-09-14,136.35,137.42,131.33,131.37,67341647,-3.6524,-3.376,135.33,141.98,149.42,44.76,-4.14,1.7458,Sell,-4.0169
AAPL,Technology,2021-01-22,161.97,163.1,161.48,162.99,44820819,0.6297,0.7791,161.08,162.99,162.99,59.32,-2.64,1.6362,Sell,0.3481
AMZN,E-Commerce,2021-03-23,3268.67,3268.8,3213.43,1237.6000000000001,32758721,-0.9533,-0.6475,1240.1075,3249.27,3352.56,50.49,-12.61,47.9441375,Sell,-2.793
AMZN,E-Commerce,2021-12-22,4235.84,4247.88,4118.09,1237.6000000000001,16958529,-2.6028,-2.9958,1240.1075,4161.45,4093.18,49.08,20.84125,47.9441375,Buy,1.2153
JPM,Finance,2021-07-20,201.78,206.54,201.38,205.7,37001059,1.9427,2.0185,195.64,181.1,172.69,67.29,8.37,7.2251,Buy,2.0624
JNJ,Healthcare,2021-03-01,154.07,159.19,153.33,157.51,35603087,2.2328,1.7835,153.0,157.82,157.51,36.57,-2.58,3.0777,Sell,1.9801
TSLA,Automotive,2021-03-10,189.48,189.93,183.48,184.35,53746879,-2.7074,-2.769,176.44,169.55,184.35,40.25,-4.42,10.5329,Buy,-1.4127
TSLA,Automotive,2021-07-06,103.58,107.89,95.81,107.61,7837599,3.8907,4.70215,97.41,78.16,82.51,43.69,9.42,12.4742,Buy,4.1324
AMZN,E-Commerce,2021-02-11,3489.92,3510.59,3479.1,1237.6000000000001,11795648,0.053,0.5969,1240.1075,3507.77,3491.77,47.48,-19.588749999999997,36.8849,Sell,1.4136
JPM,Finance,2021-05-26,163.12,164.97,161.12,161.37,30667780,-1.0728,-0.4258,158.21,154.28,149.43,59.37,-0.13,6.1583,Buy,-1.2796
GOOGL,Technology,2021-10-14,2710.34,2756.8,2686.8,1237.6000000000001,37199190,1.0198,0.741,1240.1075,2685.71,2712.56,34.44,13.22,22.6801,Buy,2.5318
AMZN,E-Commerce,2021-11-05,4100.85,4134.87,4015.37,1237.6000000000001,51551572,-1.7562,-1.6248,1240.1075,4014.02,3982.28,54.38,-9.02,47.9441375,Buy,1.4398
AAPL,Technology,2021-10-07,134.65,140.51,134.18,139.95,38394430,3.9361,3.9902,136.59,139.08,142.39,51.33,-2.02,1.9269,Sell,4.1327
NFLX,Entertainment,2021-02-17,421.86,431.35,420.27,428.34,24667456,1.5361,1.0236,416.53,448.13,428.34,45.28,-18.08,7.713,Sell,2.5691
MSFT,Technology,2021-07-06,280.39,281.65,276.81,276.86,7492674,-1.259,-0.9375,283.13,280.5,279.93,40.77,1.76,6.6802,Buy,-0.733
MSFT,Technology,2021-10-28,353.64,361.42,353.62,357.52,39203784,1.0972,0.9459,349.52,342.83,342.85,53.45,3.24,5.4115,Buy,0.8762
AMZN,E-Commerce,2021-09-17,3965.09,4032.61,3935.57,1237.6000000000001,72776657,1.0484,0.9517,1240.1075,3906.07,3869.38,47.52,-1.85,47.9441375,Buy,-0.44
NFLX,Entertainment,2021-07-20,452.4,459.6,451.6,452.89,38814140,0.1083,0.9428,434.95,463.9,466.88,42.57,-18.77,14.4804,Sell,1.0228
JNJ,Healthcare,,154.27,155.05,152.54,154.79,48902182,0.3371,0.5195,159.12,165.92,171.07,45.23,-4.72,3.1116,Sell,0.5057
TSLA,Automotive,2021-04-08,140.83,144.78,133.44,137.42,30905670,-2.4214,-1.7376,145.49,166.38,167.61,62.98,-9.33,15.3566,Sell,-2.5448
NFLX,Entertainment,2021-09-14,547.45,551.8,539.57,548.93,8409294,0.2703,0.0839,541.94,540.99,511.81,56.37,-3.76,9.7537,Buy,0.6625
NFLX,Entertainment,2021-12-22,512.47,534.15,511.06,533.09,46290267,4.0237,4.70215,514.22,521.15,531.63,58.62,-2.84,11.0668,Sell,3.4647
JPM,Finance,2021-01-14,142.43,143.98,141.52,142.67,41652202,0.1685,-0.2098,150.38,142.67,142.67,40.86,0.0,7.1109,Buy,-0.1491
AAPL,Technology,2021-07-01,137.41,138.29,136.19,136.36,14158207,-0.7641,-0.8435,134.69,133.6,135.45,50.25,0.38,2.6722,Buy,-0.6733
NFLX,Entertainment,2021-06-14,489.22,498.8,474.4,476.45,24650277,-2.6103,-1.8034,471.74,466.13,451.36,52.57,0.45,8.744,Buy,-2.0924
NFLX,Entertainment,2021-08-24,556.51,561.22,545.49,551.68,42956376,-0.8679,-0.496,547.09,509.67,493.17,66.2,20.84125,7.7223,Buy,-0.8914
AAPL,Technology,2021-03-03,154.35,155.56,151.49,153.49,24532587,-0.5572,-0.718,153.07,157.6,153.49,52.89,-2.66,2.0313,Sell,-0.5771
AMZN,E-Commerce,2021-10-07,4090.83,4108.45,4079.68,1237.6000000000001,65017365,0.121,0.18,1240.1075,3975.42,3945.19,60.23,20.84125,32.3642,Buy,-0.373
GOOGL,Technology,2021-01-20,2949.48,2950.37,2914.83,1237.6000000000001,58185803,-1.0165,-1.1261,1240.1075,2919.5,2919.5,43.05,20.84125,38.0618,Buy,-5.8069749999999996
MSFT,Technology,2021-09-06,347.12,353.06,343.83,347.02,23162516,-0.0288,-0.0058,341.46,335.97,317.19,55.52,4.21,4.81,Buy,-0.3456
AAPL,Technology,2021-05-24,140.98,142.15,140.38,141.99,5248943,0.7164,0.5168,137.21,138.17,143.54,52.43,-0.24,2.886,Sell,0.7485
MSFT,Technology,2021-01-18,309.95,313.49,306.55,312.86,11755602,0.9389,1.3837,304.38,312.86,312.86,49.7,-13.6,7.8193,Sell,1.36
AMZN,E-Commerce,2021-06-22,3430.74,3497.49,3411.92,1237.6000000000001,53683049,1.5801,1.3948,1240.1075,3263.33,3202.49,51.91,20.84125,30.6638,Buy,5.763225
MSFT,Technology,2021-03-24,298.77,301.99,298.05,301.28,26928686,0.8401,0.3564,291.65,302.96,309.22,54.2,-6.81,6.0314,Sell,0.3982
AAPL,Technology,2021-06-01,134.17,134.92,131.53,131.85,54360497,-1.7291,-2.0358,137.18,138.02,141.26,64.02,-1.16,2.9839,Sell,-1.6293
JPM,Finance,2021-01-08,157.37,158.25,155.65,155.79,45801378,-1.004,-0.6378,155.79,155.79,155.79,65.76,0.0,0.01,Hold,-0.8404
GOOGL,Technology,2021-06-10,2601.56,2644.96,2600.33,1237.6000000000001,14161846,0.4005,1.156,1240.1075,2560.48,2634.91,43.57,-19.588749999999997,47.9441375,Buy,-3.4945
JNJ,Healthcare,2021-09-02,137.64,138.42,135.19,136.91,42404252,-0.5304,-0.2477,137.34,148.09,154.93,52.14,-6.09,2.6985,Sell,-0.5659
AMZN,E-Commerce,2021-08-05,3846.03,3861.25,3820.63,1237.6000000000001,64754678,-0.0296,-0.3352,1240.1075,3715.0,3579.6,50.49,0.0,29.6387,Buy,-5.8069749999999996
MSFT,Technology,2021-11-18,353.75,356.22,351.0,355.23,60217583,0.4184,0.4581,349.58,349.07,345.12,42.87,1.61,4.6293,Buy,0.2532
AMZN,E-Commerce,2021-11-15,3947.99,3952.2,3923.11,1237.6000000000001,29204364,-0.1236,0.2066,1240.1075,4000.8,3996.3,48.92,20.84125,47.9441375,Buy,-3.7107
MSFT,Technology,2021-11-29,360.22,362.84,359.05,359.05,36500239,-0.3248,-0.275,357.65,352.4,347.74,45.67,0.33,3.9413,Buy,-0.5442
NFLX,Entertainment,2021-07-12,439.88,444.93,429.85,432.76,76111994,-1.6186,-2.5732,454.53,470.57,468.17,42.52,-3.32,17.4691,Sell,-1.3341
JNJ,Healthcare,2021-08-20,146.29,146.35,143.91,144.75,59538521,-1.0527,-0.8833,147.48,154.76,162.54,49.71,-5.48,1.6189,Sell,-1.0439
TSLA,Automotive,2021-11-30,128.22,129.27,120.9,123.13,33600956,-3.9697,-4.0595,115.46,103.62,108.8,51.39,4.36,11.5532,Buy,-3.9584
NFLX,Entertainment,2021-10-14,611.42,619.3,610.11,616.58,13003987,0.8439,0.3842,595.88,562.64,554.4,59.89,15.52,19.2091,Buy,0.8143
AAPL,Technology,2021-04-13,143.47,143.99,137.76,137.8,10173007,-3.952,-3.305,145.52,151.07,152.88,53.14,-2.99,5.4702,Sell,-3.9542
NFLX,Entertainment,2021-08-31,546.7,551.23,524.26,532.57,71910907,-2.5846,-2.7926,544.37,526.94,499.82,59.08,8.21,8.5321,Buy,-2.108
